,country,description,total_model_predict
9481,France,"A nice richness and light honey note permeate the bouquet, accenting the solid core of red apple skin, peach pit and dried vanilla bean. Medium weight, with a very attractive sweet spice and charred egg-bread accented finish.",France
9482,France,"Steely, minerally and very textured, this has concentratio and taut layer of acidity to go with the lime fruit. Powered by its structure, it will age for 3–4 years.",France
9483,France,"This has a nutty, almond character that is integrating with the crisp texture. Taut and generous, this has richness, with a wood and citrus character. Age for another year.",France
9484,France,"This is aromatic, with ripeness that balances the bright green and white fruits. Wood and spice notes are followed by a touch of lemon jelly and minerally acidity. It's a wine that is still developing, waiting for the ripe fruit of the vintage to surface.",France
9485,France,"There is a touch of wood here, partnering with the wine's weight, minerality and crisp character. White fruit flavors of apple and pear lend further brightness.",France
9486,France,"The vineyards of the Marquis de Laguiche date back to before the French Revolution, and Drouhin is fully responsible for producing the wines since the 1940s. This ripe, opulent selection lives up to its illustrious pedigree. It is full bodied, and it offers vibrant acidity and minerality. It's a wine for aging over eight years and many more.",France
9487,France,"This wine is just starting out, which explains the toast factor that currently dominates the nose and palate. As it opens, the opulent, ripe fruit from this great vineyard shows through in the form of powerful, and intense pineapple and apricot flavors that mingle in the tight texture. It will age for many years—start with at least six.",US
9488,France,"Corton-Charlemagne expresses the power of Chardonnay, rather than the subtlety. Given that, Olivier Leflaive's version is finely nuanced, and its weight comes as much from the rich white- and yellow-fruit flavors as the tight structure. Like most grand crus, this needs to age, so give it 5–6 years.",France
9489,France,"With his family based in Puligny-Montrachet, Olivier Leflaive knows a thing or two about the grand crus of his village. This Bâtard-Montrachet is intensely textured, concentrated and ripe, and it exudes equal amounts of acids. Powerful yet elegant, the toast note is a subtle expression in this rich wine. This for long-term aging.",France
9490,France,"This has rich, ripe fruit and signs of wood aging that are appropriate to a young wine, but they will certainly become integrated. What is so delicious about this selection is the fine balance between its generous fruit and its tight, minerally acidity. Keep this for at least six years.",France
9491,France,"Baked apple, bread crust and sweet spice abound on the nose and palate, with a solid peach-pit nuttiness that lingers on the medium-length finish. Medium weight with a lush texture, but good acidity enlivens the close.",France
9492,France,"This is firm, rich and closed, with the fruit showing potential richness under the tight exterior. Packed with notes of wood, spice and a taut texture, this is a wine to enjoy several years down the road. Age for at least five years.",France
9493,France,"Round and rich, this has streaks of lemon and orange zest that cut through the vanilla and creamed apple texture. A note of spice makes the wine complex and rich. This is worth aging for several years.",US
9494,France,"This is very structured and full, with a powerful minerality, citrus and spice flavors, and a tight, nervy character. It has the weight to age for 3–4 years.",France
9495,France,"This exudes notes of ripe yellow fruits while keeping an edge of structure. It's fragrant, with a fine dense texture that brings out acidity and a caramel flavor. It has aging potential, so keep it for over three years.",France
9496,France,"With that extra concentration that comes from low-yielding old vines, this has great depth of flavor. It has an apple flavor and crisp, citrusy acidity as well as a more toasty character. Complex and certainly ageworthy, this should keep for at least five years.",France
9497,France,"Crisp and fruity, but also with some weight, this dense, textured wine has a very minerally character, with a straight line of tight acidity. This is complex and tense while also refreshing.",France
9498,France,"This impressive wood-aged wine shows both the rich side of Pouilly Fuissé and its taut, minerally character. It is full and rich, yet always expressing a nervy, zingy edge. Age for at least three years.",France
9499,France,"Powerful and complex, this shows the density that comes from Chardonnay sourced on the hill of Corton. The rich tropical-fruit flavors are structured, which gives this wine strong aging potential. Keep it for at least six years.",France
9500,France,"Clos de la Chapelle surrounds an old chapel in the Morgeot Premier Cru. This 2010 is full, ripe and intense, with yellow fruit and toast flavors that combine with tight acidity to create richness and structure. Complex, concentrated and age worthy.",France
9501,France,"Always a splendid wine, this 2010 does not disappoint. Complex, intense and fruity, it has tangy fruit; a tight, minerally texture; and an intense, steely character. As the wine develops over many years, it will deepen and round out.",France
9502,France,"A soft wine, light and fresh with attractive white fruits and acidity. Ready to drink, it finishes with just a touch of yeastiness.",France
9503,France,"A simple, fruity Chardonnay, ripe with pear flavors and a lacing of lime. It is round, warm, soft, ready to drink in a few months.",France
9504,France,"Ripe stone fruit, clove-spiced whole orange and delicate toast aromas dance in the bouquet and follow through to the full and round palate. Slight char and wood-spice accents linger on the medium-length finish. Drink now.",France
9505,France,"Big and fruity, this is very lively, balancing butteriness with green-fruit acidity. The wine is maturing quickly, its tension is fading into rich, wood-flavored fruitiness.",France
9506,France,"“L'Homme Mort,” which is French for “the dead man,” is a small section of the Fourchaume Premier Cru, and it is a signature wine of Jean Durup's Château de Maligny. It's opulent, ripe and rounded, with a full, fruity character and toast flavor. On the finish, there is an edge of grapefruit acidity. Age for 3–4 years.",France
9507,France,"The toast character lends a firm structure to this solid, rich wine. A spice note pairs well with the white plum and apricot fruit, and there is a sense that this needs to age for several years in order to bring out its richness and full potential.",France
9508,France,"Full and rounded, this has ripe apple and peach fruits that are contrasted with the taut, minerally line of citrusy acidity. It has weight and structure from the flavors of apple skin and orange zest. It needs to age at least four years. Screwcap.",France
9509,France,"Concentrated and rich, with some wood influence, this has ripe yellow fruits that are balanced with an intense streak of acidity, lending a sense of tension. It's very full, round and already a delight to drink.",France
9510,France,"Round and soft initially, this rich, intense Chardonnay then shows its firm side. In addition to the ripe yellow-fruit flavors, there is a minerally, tight structure that promises that this wine will age. Keep it for at least five years.",France
9511,France,"One of the best-known Puligny premier crus, Folatières has produced a rich, opulent wine as it often does. In 2010, it feels more structured and more minerally than previous vintages. It is ripe and full bodied, and it is well suited to age for 4–5 years or more.",France
9512,France,"Along with the natural power of Corton-Charlemagne, this wine shows fragrant yellow-fruit and pineapple flavors, rich texture and a steely edge. The taut character and the orange zest and wood-derived flavors lend this selection crispness and aging potential. Keep it for at least seven years.",France
9513,France,"Toasty, fruity and opulent, this wine also reveals a tight edge of grapefruit-like acidity and some steeliness. Pineapple and apricot flavors are finished with a touch of wood-derived vanilla. It's a wine for aging.",France
9514,France,"A rounded wine, with acidity, an edge of lime juice and some buttery character. A gentle Chardonnay, ready for drinking over the next year.",France
9515,France,"This has a warm, rounded character, with pressing minerality. Notes of apple, pear and a touch of vanilla all add richness and an open character. It has warm, rich fruit on the finish.",France
9516,France,"This is a very mineral driven wine—the ripe fruit is cut with acidity, green fruits and herbs. Textured and ripe, its freshness is a counterpoint to the full fruit flavors.",France
9517,France,"Made from grapes sourced from vines that were planted in 1955, this is ripe and rich. The fruit is still reticent, but it will develop into a concentrated, full-bodied wine. Its density is balanced by a firm, minerally structure. Age this for 2–3 years.",France
9518,France,"With its straw color and wood aging aromas, this is rich, bearing yellow peach and pear fruits, along with a toast note and juicy acidity. It's already impressive but should drink well for another three years at least.",France
9519,France,"This is full of rich, ripe yellow and white fruits, layering the fruitiness with a wood and spice character. The combination creates a complex, minerally wine that needs to age over at least 4–5 years.",France
9520,France,"Already a delicious wine, this has ripe yellow fruits, with notes of wood and spice adding complexity. The minerally acidity brings out the flavors of this ripe, structured effort.",France
9521,France,"On the mineral side of Meursault, the has a very textured feel, with acidity to go with the honey note. Finely balanced, warm and ripe, this has a crisp, tight finish.",France
9522,France,"Made from fruit sourced from vines close to Puligny's grand crus, this has some of the same structure and dense minerality as many of the village's best wines. It's vivid, upfront and rich with boisterous fruitiness. The structure will take many years to round out.",France
9523,France,"Originally better known for its red wines, this vineyard to the south of Chassagne-Montrachet now produces mainly white wines. This bottling is structured, firm and tight, and it promises a future that will always be serious and austere. Keep it for 4–5 years.",US
9524,France,"Smooth and rounded, this exhibits the opulent side of Chablis while retaining an elegant structure. It has flavors of yellow and white fruits that combine with a nutty character, a mineral texture and a refreshing, crisp finish. Age for 3–4 years.",France
9525,France,"Using grapes sourced from 70-year-old vines, this has a wood element that combines with citrus and yellow fruits. An apple flavor melds with a menthol note, bringing out herbal and fruity characters. On the finish, the concentration from the old vines shows strongly.",France
9526,France,"Minerally acidity dominates this otherwise rich wine. Lemon and apricot notes combine well together, while a touch of almond pushes through to give extra complexity to this stylish, elegant wine.",US
9527,France,"Soft, fruity and ripe, this is deliciously flavored with pear and melon notes. It opens slowly to reveal its wood aging and a hint of spice. Still developing, this needs 2–3 years of aging.",France
9528,France,"The power of Corton-Charlemagne is apparent in this dense, ripe wine. Rich and generous, this selection has tropical fruit flavors that are balanced by citrus notes, and the wood influence acts as subtle support.",France
9529,France,"Champ Gain is on the upper slope of Puligny-Montrachet. This is a rich, toasty and ripe-fruited selection, full of yellow fruit, mango and clementine flavors. It also reveals the minerality found in most wines from this village.",France
9530,France,"Smoky wood makes its presence known. This wine has a soft, rounded texture and a warm, rich feel. There's attractive citrus and apricot fruit to go with the wood spice.",France
9531,France,"This is deliciously crisp and steely, with an apple flavor and the weight of citrus and grapefruit. It has a minerally, chalky feel, and then the wine rounds out, with crisp fruit on the finish.",France
9532,France,"This is a tightly textured wine that has plenty of green stone fruit as well as a bitter almond edge. It is taut, and the fruit has not completely surfaced yet. Age for three years.",US
9533,France,"This is complex and ripe but also mineraly and very structured. It offers many facets of the village: its richness and its strong sense of terroir. Bright, clean and fragrant on the finish.",France
9534,France,"This is a rich, rounded wine, yet it also expresses a tight texture and nervy acidity. The toast influence is still dominating, although the fruitiness of this ripe selection is also showing. With its weight and structure, this is a prime candidate to age for several years.",France
9535,France,"Tropical fruit aromas lead to a peach- and apricot-flavored palate. It shows old-vine concentration, spice from having aged in wood and a generous, velvet-like texture that is balanced by a fine shot of lemony acidity. Age this for 4–5 years.",France
9536,France,"Close to the white grand crus of Chassagne-Montrachet, this wine is structured and weighty, and it offers juicy apricot and pear flavors. A citrus element cuts through the wood influence and the steely texture, which brings freshness to the ripe, rich mouthfeel.",France
9537,France,"Pear, red apple skins and lavender aromas start off this attractive Chard, while sweet lemon custard and fresh apple slices round out the palate. Medium weight, clean and balanced.",France
9538,France,"An attractive wine. The Chardonnay is fresh, lightly mineral, with flavors of red apples, lemon zest and crisp acidity. A great party wine.",France
9539,France,"Deep yellow in color. This has a somewhat closed nose with hints of hay, yellow fruit and honey. The fairly low acidity magnifies the full body, round midpalate and creamy texture. A well-integrated note of buttered toast nods to the use of some new oak. This wine is for hearty poultry and polenta dishes.",France
9540,France,"The small Côte de Léchet Premier Cru offers a steely vision of Chablis—crisp and driven by apple and grapefruit flavors. It is bright and taut; like any wine from this vineyard, it needs to age for at least three years.",France
9541,France,"Big, and powerful, this has generous flavors of yellow fruit, pear and integrated spice. It has weight to go with its more fruity character. With wood influence, refreshing acidity and a suggestion of tannin, it will age over the next 2–3 years.",France
9542,France,"This is rich and rounded, with ripe apple and peach flavors. It has a good depth of flavor that comes from the complex play between toast and sweet fruit notes. It has weight, and it can age over the next two years.",France
9543,France,"Full, soft and rich, this has flavors of ripe yellow fruit and red apple, with a textured edge. The wine is round and layered with delicious acidity. While its already to drink now, it will age for 3–4 years.",France
9544,France,"Crisp and elegant in feel, this has apricot and peach flavors that are balanced by the tight structure and the green-fruit-like acidity. The layers of toast have integrated with the ebullient fruit character and the taut, minerally finish. For aging 3–4 years.",France
9545,France,"This wine has a tight structure that's laced with wood. The complex fruit is still settling into the structure, promising richness. Age this for at least five years.",France
9546,France,"Quite closed at this stage, this is a full wine with tight acidity and a crisp minerally texture. White flower and spice notes set off the lively character of this lemon- and pineapple-flavored selection. This is worth keeping for 4–5 years.",France
9547,France,"Round, opulent and generous, this wine has yellow-fruit flavors that are paired with lime-like acidity, creating a balanced feel. The toast note is still showing strongly, and it needs a few years to settle.",France
9548,France,"A rich, spicy wine, this shows flavors of new wood and ripe yellow fruit. The concentrated palate reveals juicy pear and peach juice flavors and a tight, minerally structure. Dense vineyard planting and 35-year-old vines bring out extra intensity and complexity.",France
9549,France,"This is a wood-aged style of Chablis, but the toast has been applied discreetly. Rich, full bodied and structured, this wine is full of ripe yellow-fruit, spice and red apple flavors. Its acidity makes this a juicy expression.",France
9550,France,"Round in the mouth, soft and ripe, this wine has a warm, full-bodied feel to it, without great definition or character. Ready to drink now.",France
9551,France,"A fragrant apple-skin aroma sets the scene for this wine that is warm and ripe. A touch of nutmeg adds an extra dimension to its yellow fruits. It's rich while still remaining true to its minerally, terroir-based origins. Age for two years.",France
9552,France,"Finely structured and aromatic, this is initially dense before opening up with ripe yellow fruit, becoming balanced by orange- and tangerine-like acidity. It has a young, zesty texture that pairs with the rich concentration, promising to age over 3–4 years.",France
9553,France,"Soft and round, this is still coming around. Its fruit flavors are muted by wood and spice, although it already shows richness. It will be an opulent, full wine, with deliciously ripe fruits.",France
9554,France,"With the typical intense acidity of 2010, this is a taut, fruit- and mineral-driven Chablis. Its fruitiness is balanced by judicious toast and vanilla flavors. Age for 2–3 years.",France
9555,France,"This is a round, rich and soft style of Chardonnay. It feels generous, and its yellow fruit flavor pushes through the acidity. It slowly opens to reveal complex tropical-fruit notes, and it will develop further, so give it another four years.",France
9556,France,"Bright and fruity, this Chardonnay has citrus and peach flavors, with notes of almond, vanilla and spice that reflect the wood aging and make this a wine that's crisp and rich. It has a strong texture, and it needs 4–5 years for its complexities to fully evolve.",France
9557,France,"Smooth and rich, this is full of ripe apricot and peach flavors that warmly embrace the palate. A vanilla flavor adds softness. On the finish, juicy acidity cuts in to give a crisper feel.",France
9558,France,"Big and opulent, this has ripe tropical fruits, with a soft, toasty texture and full-bodied feel. With its richness, this is developing quickly and is already ready to drink.",France
9559,France,"Very minerally in character, this wine has only a touch of wood, showing attractive acidity, citrus fruits and a tight, nervy texture.",France
9560,France,"Fragrant and generous, this ripe wine shows its fruitiness as easily as it reveals its structure. Its ripe, full-bodied character remains tightly textured, which makes it an age-worthy selection.",France
9561,France,"Clos des Mouches is one of the top Beaune premier crus for both red and white wines. This rich selection offers wood-derived flavors that show through the racy mineral and yellow fruit notes. The finish is both rich and crisp, with mouth-watering acidity.",France
9562,France,"Only a small portion of this vineyard is planted with Chardonnay, and it has produced a minerally wine that's both crisp and ripe. The acidity is dominant at this stage, which lends the palate a juicy, peach- and citrus-like character. This wood-aged selection needs time.",France
9563,France,"Intense, rich and creamy, this effortlessly balances the wood influence with the apricot and white peach flavors. It demonstrates the opulence of the year while remaining structured. Developing well, this is almost ready to drink now.",France
9564,France,"This is a rich mouthful of a wine, with ripe notes of red apple and green plum. Behind the fruit, there is a soft vanilla edge that adds depth of flavor. It's concentrated and ready to age for 2–3 years.",France
9565,France,"Melon, mango and tropical fruit notes are all found on this soft, open wine. It is full and round, with an attractive, simple fruitiness, and acidity that cuts through on the finish.",US
9566,France,"Made from fruit that was sourced from a 2.4-acre plot on the steep slopes of Vergisson, this is an intense, ripe, wood-aged wine. The acidity is allied to the spice and yellow fruit flavors. A concentrated wine of great purity, this is worth aging for several years.",France
9567,France,"Aged for 30 months in wood, this Chablis has a distinctively ripe and rich character that puts it closer to Meursault in style. Only on the finish, through all of the toast and fruit flavors, does the steely acidity emerge.",France
9568,France,"Les Fourneaux is one of the smallest premier crus. Rich and balanced, this wine is full of pear and apricot flavors. It combines a minerally edge with a generous structure and fruitiness. Delicious now, but keep it for 3–4 years.",France
9569,France,"Full bodied, rich and ripe, this wine has a minerally texture and is loaded with tropical fruit, citrus and apricot flavors. It's a serious selection that needs some aging. This is one of a series of single-vineyard wines from the Comte de Ternay estate.",France
9570,France,"A pure-tasting wine, this has a mineral character, tight, balanced acidity and lemon and white-fruit flavors. One of the rare white wines from the Côte de Nuits, this has power and a toasty element.",France
9571,France,"While this wine has the crispness of Chablis, it also has weight and concentration. The bright green-apple flavor is underpinned by a sense of minerality. Nervy, tense yet fruity, this can age for 2–3 years.",France
9572,France,"Soft, lightly creamy Chardonnay, pleasantly fruity, offering some apple and pear flavors along with gentle acidity.",France
9573,France,"While this shows the ripeness of the vintage, it remains very minerally in style, with a lemony crispness to match with its white fruit flavor, tight texture and taut finish.",France
9574,France,"Rich, ripe and round, this is full of yellow fruit, with only light acidity. It is soft and open, with a full, smooth character, showing the influence from having been wood aged. It's worth aging for 2–3 years.",France
9575,France,"The round mouthfeel is balanced by medium acidity and an orange-oil lift on the palate. Nuanced and refined, with delicate notes of apple skin and firm fresh-cut peach slices. A nice woody spice flavor remains on the finish. Drink now.",France
9576,France,"Fruity and rounded, this has attractive, citrus-like acidity that cuts through the caramel and apricot flavors. There is a delicious, forward orange-juice flavor that adds to the fresh feel of the wine. It's ready to drink, although it will also age.",France
9577,France,"This is a superrich, smooth wine. The acidity is what keeps the ripe yellow-fruit flavors in order, and it has a lemon-like edge to the tropical mouthfeel. Age this for 3–4 years.",France
9578,France,"Initially smooth and rounded, this wine opens to reveal a structured character. A note of tangy lemon zest cuts through the pear and quince flavors, which creates a balance between richness and tautness. Ready to drink in 1–2 years.",US
9579,France,"An elegant yet ripe wine, this comes laced with citrus acidity, and the yellow fruit and melon flavors give it a sense of richness. It's lively and crisp, and it has a toasty base. Age it for 3–4 years.",France
9580,France,"A rich, yet finely structured wine, this is full of acidity and bright green and yellow fruits. It's delicious, mouth-filling and refreshing, touched by notes of wood and citrus, with a smooth, toasty finish.",France
9581,France,"This is dense and ripe—more concentrated than the standard Chablis cuvée from La Chablisienne. Yellow fruits mingle with apple crispness, creating a balanced wine that's complex and worth aging for another year.",France
9582,France,"This is taut and minerally, with intense acidity. The structure comes from tangy notes of lemon zest and peach skin. There is some discreet wood aging, but it remains crisp and refreshing.",France
9583,France,"This demonstrates a good balance between minerality and ripe pineapple and apricot fruits. With a twist of lemon and an herb accent, it has both crispness and richness.",France
9584,France,"While the wine seems at first rich, it then shows a tautly acidic character that gives a refreshing character to the roundness. That steely acidity is what defines the tight, crisp finish.",France
9585,France,"This is ripe, structured and fragrant, with a touch of wood. It shows fine concentration and crisp, fresh citrus on the finish.",France
9586,France,"Ripely rich, this is full of soft fruit, with a dominant note of apricot. It has just a touch of spice to add piquancy, while the smooth texture is given a tight edge by a lemon juice flavor. An impressive wine that will age over the next 2–3 years.",France
9587,France,"There is a fine mineral-driven backbone to this ripe, concentrated and fruity wine, which gives its dense apricot and pineapple flavors great structure. It needs to age for at least four years.",France
9588,France,"Smooth and round, this wine is made from grapes that were sourced from the southernmost vineyards of the Côte d'Or. It has a soft, rich and fruity character that shows citrus and white peach flavors, plus a pineapple hint. As it opens, it becomes opulent and full bodied.",France
9589,France,"This wine is concentrated and full in the mouth, and it bears a minerally texture and intense acidity. It's packed with flavors of sweet peach, lime, ripe Rocha pear and spice from the wood maturation. This promises to age for several years.",France
9590,France,"A touch of sweet spice jazzes up the nose, giving lift to the lightly baked apple and yellow peach characteristics. The round, medium-bodied palate has lively acidity and a sweet orange-oil flavored finish.",France
9591,France,"This is wood laden, with sweet fruit that compensates for the toastiness. The oak element should integrate well in the next 2–3 years, making for a wine that's soft and sweetly fruity, with smoky acidity.",France
9592,France,"Underneath the austere exterior, there's a fruity character, with layers of citrus, kiwi and white peach flavors, along with the richness from having been aged in wood. Cellar this taut, minerally and structured wine for 2–3 years.",France
9593,France,"A high amount of toast currently dominates this wine. Texturally, it is minerally, citric and tight, and its grapefruit and toast notes mingle with its intense acids. Because of its structure, this needs to age for at least three years.",France
9594,France,"With its upfront, ripe apple and pear flavors, this wine is immediately attractive. Behind the fruitiness, there is a firm, structured character of minerality and a steely edge, which makes this a Chardonnay to age for 3–4 years.",France
9595,France,"A marvelously intense wine, the Chardonnay singing with light toast and acidity. The wine has layers of green apple, spice, a tight texture and orange zest highlights. Age for at least seven years.",France
9596,France,"This Grand Cru within a Grand Cru is a magnificent, opulent wine. It has all the power of a great white Burgundy, the richness allied to minerality and then given weight by toast, yellow fruits and a pure, straight line of acidity.",France
9597,France,"The magnificent wines from the Marquis de Laguiche estate are produced by Joseph Drouhin. This Morgeot is rich, intense, beautifully concentrated. It has toast, apricot and peach fruits to go with its tight mineral texture. Delicious now, but will age for many years.",France
9598,France,"A fine, elegant wine, with balanced toast and acidity, great ripe apricot flavors along with spice from the toast, acidity, citrus and a hint of ginger. Still very young, this pure fruited wine could age over 6–10 years.",France
9599,France,"A slight vanilla accent glimmers through the fresh fruit aromas of pear and apple flesh. Round and ripe on the palate, the finish takes a seductive tropical-fruit turn before finally landing on a clean, clementine citrus note.",France
9600,France,"This is a dominated by new wood, but it still retains fragrant, fresh fruit. A touch of lemon pairs with the toast note, bearing refreshing acidity on the finish.",France
9601,France,"This is very lemony, with a flint note and fine acidity that the wine a crisp edge. It's lively and bright, with a rounded character. The finish has a lightly salty taste.",France
9602,France,"Bright and fruity, this has refreshing acidity. It has a lively apple flavor that gives a delicate fragrance and juiciness. With its taut, mineral texture, this is classic, unoaked Chablis.",France
9603,France,"With its white fruit, lively acidity and delicious ripeness, this is very ready to drink. It's an opulent, rounded wine, with hints of spice to go with its fruit character.",France
9604,France,"Juicy and fruity, this has apple and lemon flavors that combine with a steely edge. It's refreshing and crisp, with a bright, lively character, and a tang on the finish.",France
9605,France,"Taut and mineral driven, this is full in the mouth, with ripe apricot and red apple fruits. Acidity lines the edges of the wine, giving it freshness while also being smoothed out by a toast note. It could age for another two years.",France
9606,France,"A wine that is currently closed, this shows hints of bright green- and white-fruit flavors. The toast influence and acidity cover this complex, potentially impressive selection. With its crisp finish and minerally texture, this has excellent aging potential.",France
9607,France,"La Chablisienne's flagship wine, from a parcel within the Grenouilles Grand Cru vineyard,  has plenty of power, ripe fruit, touches of peach and creamed citrus fruits. A light amount of toast adds to the mix to complete an ageworthy, long-term wine. Imported by multiple U.S. importers.",France
9608,France,"Taut, tight, steely wine that is immensely concentrated. This is classic mineral-driven Chablis, the crisp citrus fruit and pear flavors integrated into a dominant structure. It needs aging, 5–6 years or more.",US
9609,France,"A very taut wine. Yes, it has richness and weight with ripe fruits, but the main character is dominated by a tense line of acidity, of very crisp fruit and of an intense steely texture. For aging over 4–5 years.",France
9610,France,"The fruit here is so pure, its ripe green fruit tied in with minerality, acidity and a lightly cream and toast touch. It has weight, it's still young. Age for five years.",France
9611,France,"Nuanced toasty aromas augment the red apple and peach pit notes in the bouquet. Medium acidity picks up the palate, with an attractive nuttiness to the solid finish. Well balanced and very accessible now.",France
9612,France,"Opulent and ripe, full bodied and rich, this has notes of toast and spice as well as apricot and pear flavors. With its balanced character, it can be consumed now, but it will also age for another year.",France
9613,France,"Honeyed in character, this has notes of toast, sweet tropical fruit and lemon, with light acidity. The wine feels warm, ripe, open and drinkable now.",France
9614,France,"Soft and rich, this is laden with ripe tropical fruits. The wine has a tangy, orange-zest texture, bringing brightness to this concentrated, generous wine. On the finish, there is a mineral edge.",France
9615,France,"Attractive and dense, this has rich apricot and green plum fruits, with a full texture that lends a mineral edge. With its concentration, it should age for at least a year.",France
9616,France,"This is a rich wine that balances attractive white and yellow fruits with intense citrusy acidity. The result is a structured, round, tangy Chardonnay that is likely to smooth out further as it develops over the next 2–3 years.",France
9617,France,"Citrus and orange zest flavors and bright acids characterize this wine. It's a refreshing selection, and it has a tight texture and pear juice flavor. Age it for 1–2 years.",France
9618,France,"This is a tight, currently closed wine, but it has the potential to exude intense fruit and balancing acidity. It has weight and a taut, minerally texture, and the finish is fresh and lively. It will age over the medium term.",France
9619,France,"A beautifully balanced wine, mixing an intense, nervy, crisp fruit character with light wood flavors and the most piercing acidity. This is a serious wine, for aging over 3–5 years while retaining impeccable fruit.",France
9620,France,"Rich and concentrated wine, with apricot and peach fruit as well as a tight mineral character. This is a wine for aging, its rich fruits bolstered by an impressive integration with the toast, smoothing and rounding the whole wine.",France
9621,France,"A rich and generous wine, its fruit flavors coming from all directions and centering on a powerful, concentrated core. The wine has opulence, a well-judged amount of wood, and aging potential for six years or more.",France
9622,France,"An appropriately rich wine, full, toasty and dense. The fruit is beautifully balanced with ripe acidity, just a touch of spice, citrus and an opulent, full-bodied character. It will certainly age, but is already very drinkable.",France
9623,France,"If, at first sip, this seems delicate, that's an illusion. Reticent would be a better word, for this is a wine that is still youthful, with the toast and crisp acidity acting as a framework to the rich green and white fruits that are developing. Keep for 4–5 years.",France
9624,France,"A lovely wine that sings crisp Chardonnay, with the added complexity of a taut mineral character and richness from its ripe pear and melon flavors. It will age, its tight acidity needing 2–3 years to soften out.",France
9625,France,"A super-rich wine, packed with peach and green plum fruits, layers of wood and an intense concentration. An impressive wine that shows weight and richness as well as style.",France
9626,France,"Rich and rounded, with the toast sinking into the the rich yellow fruit and spice. The wine is gorgeous, opulent, while retaining an intense acidity and an edge of minerality. For medium-term aging.",France
9627,France,"Really ripe wine, with toast and yellow fruits, laced with intense citric acidity and a mineral edge, to go with the mouthwatering fruit. Needs to age for 5–6 years.",France
9628,France,"Ripe, smooth and creamy, this has just a touch of wood to give extra roundness to the ripe yellow and citrus fruits. Ready to drink wine.",France
9629,France,"This is rich and rounded, touched by a note of vanilla that softens the natural texture and acidity. It's ripe yet still with refreshing, with juicy acidity on the finish. Age this for a year for even better drinkability.",France
9630,France,"A specialty of Chanson, this is lovely and fruity, with white fruit freshness and a hint of honey. The balance comes from the more nervous acidity, lending this Chardonnay some structure.",France
9631,France,"This is an attractive, fruity wine, with citrus and creamed apple flavors. It is light and fragrant, with apricots and white fruits that pair with the crisp finish.",France
9632,France,"Round and fruity, this is a crisp and pure wine. It has a straight line of acidity that cuts through the green apple and citrus fruits. The zesty texture dances on the palate.",France
9633,France,"Toast and caramel aromas set the scene for this ripe, smooth wine. It has weight and richness, with a vanilla flavor that meshes with the yellow fruit. With all of its opulence, the acidity is lost somewhere, meaning the wine is ready to drink now.",France
9634,France,"This is round, while also having a mineral edge. Apple and wood flavors power through the crispness, along with a charming touch of honey. For short-term aging.",France
9635,France,"Santenay, which is located toward the south of the Côte de Beaune, is known for its wines that are accessible and early maturing. This ripe selection bursts with flavors of yellow fruit and citrus, touched by wood influence. Drink it over the next year, or age it for 3–4.",France
9636,France,"Rich and smooth, this wood-aged wine shows great weight and concentration. A touch of minerality provides a counterbalance to the ripe lemon and apricot flavors. It needs a couple of years to fully reveal its structured side.",France
9637,France,"The most taut and steely of the wines made by Guillaume Vrignaud from Fourchaume fruit, this offers a tight, minerally texture, lively acidity and an apple- and grapefruit-like crispness. With its structure, this has the potential to age for 4–5 years.",France
9638,France,"Rich yet structured, this village wine from Meursault is made in a taut, tight style. Its acidity pushes through the toast flavor, which creates a nervy texture. Ready to drink  in 1–2 years.",France
9639,France,"This Chardonnay's lemon and apricot flavors come wrapped in a tight texture. At the same time, it has a full, ripe mouthfeel, with wood-derived flavors that bring out an extra dimension of richness and ageability.",France
9640,France,A beautiful wine that has plenty of weight and also a firm structure of minerality to go with the yellow fruits that are now evolving into more mature flavors. It is by no means at its peak yet. Give it 2–3 years.,France
9641,France,"Initially this is round, ripe and floral, with a touch of honey, but then the acidity comes through with a touch of minerality. Screwcap.",France
9642,France,"This is very textured, with lemon zest and grapefruit acidity. It shows refreshing acidity, with a minerally, tangy and tight feel. With all this tautness, the wine needs to age for another 2–3 years.",France
9643,France,"Full bodied and very round in character, this has rich pineapple and white fruits that are cut with grapefruit-like acidity. A touch of spice surfaces from having been wood aged. This could age for 2–3 years.",France
9644,France,"Soft and rounded, this has apple and peach fruits, with a lemon zest texture. The acidity is a refreshing counterweight to the smooth character.",France
9645,France,"There's a nice yellow-flower character to the red-apple and nectarine aromas. The medium-weight mouth turns a bit sweeter than the nose suggests, with ripe tropical-fruit flavors that continues through to the finish. Drink now.",US
9646,France,"Dainty wisps of white flower scents come and go in the bouquet, fighting for recognition beyond the ripe pear and melon aromas and flavors. A pinch of sweet spice flavor unfolds on the close, mixing with a sweet orange-oil essence.",France
9647,France,"Smooth and round, this wine has bright acidity, tempered by the toast and sweet apricot flavors. It has a structured core, and it finishes with the acidity. Age this for 2–3 years.",US
9648,France,"While Pernand-Vergelesses, which is located in the shadow of the Corton-Charlemagne hill, is a lesser-known appellation, it produces some attractive, crisp wines such as this selection. Carefully balanced wood aging enhances the pear and Golden Delicious apple flavors, which come with a touch of minerality. Textured and fruity on the finish.",France
9649,France,"Soft and ripe, this wine has juicy pineapple and pear flavors. And with its tension between richness and steeliness, this could certainly age.",France
